31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
-66.0,,-60.0,,,,-77.0,,,-71.0,,,-73.0,,,,,,,,,,,-80.0,,,,,,
-67.0,,-61.0,,,,-64.0,,,-71.0,,,,,,,,,,,,,,,,,,,,
-67.0,,-60.0,,,,-72.0,,,-80.0,,,,,,,,,,,,,,,,,,,,
-62.0,,-61.0,,,,-63.0,,,-71.0,,,,,,,,,,,,,,,,,,,,
-68.0,,-61.0,,,,-63.0,,,-71.0,,,,,,,,,,,,,,,,,,,,
-68.0,,-59.0,,,,-64.0,,,-71.0,,,,,,,,,,,,,,,,,,,,
-71.0,,-54.0,,,,-71.0,,,-72.0,,,,,,,,,,,,,,,,,,,,
-63.0,,-61.0,,,,-63.0,,,-72.0,,,,,,,,,,,,,,,,,,,,
-77.0,,-58.0,,,,-77.0,,,-72.0,,,,,,,,,,,,,,,,,,,,
-60.0,,-60.0,,,,-69.0,,,-69.0,,,,,,,,,,,,,,,,,,,,
-67.0,,-66.0,,,,-60.0,,,-62.0,,,,,,,,,,,,,,,,,,,,
-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
