31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,
,,,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-80.0,,,,,,,,,,,,,,,,-71.0,,-76.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,-72.0,,-73.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,-61.0,,-72.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,-61.0,,-71.0,,,,,,
,,,-80.0,,,,,,,,,,,,,,,,,,-59.0,,-71.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,-61.0,,-73.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,-63.0,,-71.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,-60.0,,-72.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,-62.0,,-74.0,-63.0,,,,,
,,,,,,,,,,,,,,,,,,,,,-63.0,,-80.0,-65.0,,,,,
,,,,,,,,,,,,,,,,,,,,,-62.0,,-80.0,-64.0,,,,,-77.0
,,,,,,,,,,,,,,,,,,,,,-61.0,,,-74.0,,,,-68.0,-75.0
,,,,,,,,,,,,,,,,,,,,,,-71.0,,-68.0,,-80.0,,-60.0,-76.0
,,,,,,,,,,,,,,,,,,,,,,-69.0,,-73.0,,-80.0,,-64.0,-75.0
,,,,,,,,,,,,,,,,,,,,,,-75.0,,-66.0,,-66.0,,-68.0,-74.0
,,,,,,,,,,,,,,,,,,,,,,-80.0,,-64.0,,-68.0,,-72.0,-77.0
,,,,,,,,,,,,,,,,,,,,,,-61.0,,-61.0,,-67.0,,-63.0,-78.0
,,,,,,,,,,,,,,,,,,,,,,-64.0,,-62.0,,-78.0,,-76.0,-75.0
,,,,,,,,,,,,,,,,,,,,,,-67.0,,-74.0,,-68.0,,-71.0,-75.0
,,,,,,,,,,,,,,,,,,,,,,-67.0,,-73.0,,-67.0,,-78.0,-73.0
,,,,,,,,,,,,,,,,,,,,,,-75.0,,,,-79.0,,-74.0,-78.0
,,,,,,,,,,,,,,,,,,,,,,-68.0,,,,-69.0,,-79.0,-71.0
,,,,,,,,,,,,,,,,,,,,,,-71.0,,,,-69.0,,-77.0,
,,,,,,,,,,,,,,,,,,,,,,-69.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-72.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-69.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-67.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-76.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-63.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,
,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,-67.0,,
,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,-63.0,,
,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,,-62.0,,
,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,-64.0,,
,,,,,,,,,,,,,,,-80.0,,,,,,,,,,,,-70.0,,
,,,,,,,,,,,,,,,-73.0,,,,,,,,,,,,-67.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,
-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,
-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,
-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-62.0,,
-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,
-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
